id|title|releaseDate|storeReleaseDate|FinalPrice|OriginalPrice|PriceDiscountPercentage|PriceDiscountAmount|PriceCurrency|productState|storeLink|Developer1|Publisher1|OperatingSystem1|Tag1|Tag2|Tag3|Tag4|Tag5|Tag6|Tag7|Tag8|Tag9|Tag10|Tag11|Tag12|Tag13|Tag14|Tag15|Tag16|OperatingSystem2|OperatingSystem3|Tag17|Tag18
1927507548|Wolfenstein: The Two Pack|2014-05-20|2020-02-17|5.99|29.99|-80.0|24.00|USD|default|https://www.gog.com/en/game/wolfenstein_the_two_pack|Machine Games|Bethesda Softworks LLC|windows|sci-fi|science|first-person|fps|shooter|||||||||||||||
1800456002|Frostpunk 2 - Deluxe Edition|2024-09-20|2024-09-20|67.49|74.99|-10.0|7.50|USD|preorder|https://www.gog.com/en/game/frostpunk_2_deluxe_edition|11 bit studios|11 bit studios|windows|indie|strategy|atmospheric|simulation|great-soundtrack|dark|choices-matter|management|difficult|resource-management|survival|base-building|post-apocalyptic|city-builder|survival-horror|steampunk||||
1207658787|Heroes of Might and Magic® 3: Complete|1999-06-01|1991-12-25|9.99|9.99||0.00|USD|default|https://www.gog.com/en/game/heroes_of_might_and_magic_3_complete_edition|New World Computing, Inc.|Ubisoft|windows|fantasy|strategy|atmospheric|turn-based|classic|great-soundtrack|management|tactical|multiplayer|resource-management|magic|good-old-game|base-building|local-co-op|local-multiplayer|||||
1612971969|Broken Sword - Shadow of the Templars: Reforged|2024-09-19|2024-09-19|29.99|29.99||0.00|USD|default|https://www.gog.com/en/game/broken_sword_shadow_of_the_templars_reforged|Revolution Software|Revolution Software|windows|adventure|story-rich|two-dimensional|exploration|casual|funny|point-and-click|mystery|historical|cartoony|narrative|investigation|hidden-object||||linux|osx||
1198537397|The Gunk|2022-04-29|2024-09-19|5.99|24.99|-76.0|19.00|USD|default|https://www.gog.com/en/game/the_gunk|Image and Form|Thunderful Publishing|windows|adventure|action|story-rich|atmospheric|sci-fi|exploration|female-protagonist|third-person|family-friendly|relaxing|lgbtq-plus|metroidvania|nature|||||||
1256837418|Cyberpunk 2077: Phantom Liberty|2023-09-26|2023-09-26|29.99|29.99||0.00|USD|default|https://www.gog.com/en/game/cyberpunk_2077_phantom_liberty|CD PROJEKT RED|CD PROJEKT RED|windows|action|story-rich|role-playing|atmospheric|sci-fi|science|first-person|great-soundtrack|choices-matter|open-world|violent|nudity|fps|multiple-endings|mature|cyberpunk||||
1741843789|Sleeping Dogs: Definitive Edition|2014-10-08|2021-06-09|2.99|19.99|-85.0|17.00|USD|default|https://www.gog.com/en/game/sleeping_dogs_definitive_edition|United Front Games|Square Enix|windows|adventure|action|open-world|gore|mature|||||||||||||||
1207666373|Baldur's Gate II: Enhanced Edition|2013-11-15|1991-12-25|2.99|19.99|-85.0|17.00|USD|default|https://www.gog.com/en/game/baldurs_gate_2_enhanced_edition|Beamdog|Beamdog|windows|fantasy|story-rich|role-playing|atmospheric|classic|choices-matter|open-world|real-time|multiplayer|isometric|magic|good-old-game|crpg|tabletop|||linux|osx||
1648559910|Frostpunk|2018-04-24|2018-04-24|2.99|29.99|-90.0|27.00|USD|default|https://www.gog.com/en/game/frostpunk|11 bit studios|11 bit studios|windows|indie|strategy|atmospheric|simulation|great-soundtrack|dark|choices-matter|management|difficult|resource-management|survival|base-building|post-apocalyptic|city-builder|survival-horror|amazon-luna|osx||steampunk|
1750252381|Frostpunk: Game of the Year Edition|2019-12-11|2019-12-11|10.77|48.99|-78.0|38.22|USD|default|https://www.gog.com/en/game/frostpunk_game_of_the_year_edition|11 bit studios|11 bit studios|windows|indie|strategy|atmospheric|simulation|great-soundtrack|dark|choices-matter|management|difficult|resource-management|survival|base-building|post-apocalyptic|city-builder|survival-horror|amazon-luna|osx||steampunk|
1141086411|Silent Hill 4: The Room|2004-09-07|2020-10-02|6.99|9.99|-30.0|3.00|USD|default|https://www.gog.com/en/game/silent_hill_4_the_room|Team Silent|KONAMI|windows|adventure|action|classic|dark|horror|good-old-game|survival-horror|only-on-gog||||||||||||
1534123252|Resident Evil 2|1999-02-19|2024-08-27|9.99|9.99||0.00|USD|default|https://www.gog.com/en/game/resident_evil_2|Capcom / GOG|Capcom|windows|action|atmospheric|classic|female-protagonist|horror|third-person|survival|gore|fighting|zombies|only-on-gog|||||||||
1942346586|Hitman: Blood Money|2006-05-30|2019-04-04|0.99|9.99|-90.0|9.00|USD|default|https://www.gog.com/en/game/hitman_blood_money|Io-Interactive|Io-Interactive|windows|action|atmospheric|puzzle|classic|great-soundtrack|dark|third-person|sandbox|difficult|good-old-game|stealth|crime||||||||
1207660853|Hitman 3: Contracts|2004-04-20|2014-03-20|0.89|8.99|-90.0|8.10|USD|default|https://www.gog.com/en/game/hitman_contracts|Io-Interactive|Io-Interactive|windows|action|classic|third-person|gore|good-old-game|stealth|modern|thriller||||||||||||
1780408621|Graveyard Keeper|2018-08-15|2018-08-15|3.99|19.99|-80.0|16.00|USD|default|https://www.gog.com/en/game/graveyard_keeper|Lazy Bear Games|tinyBuild|windows|adventure|indie|fantasy|story-rich|two-dimensional|simulation|dark|pixel-graphics|management|mystery|sandbox|violent|gore|medieval|crafting|cozy|linux|osx||
1757179626|Hitman: Absolution|2012-11-20|2019-04-04|1.99|19.99|-90.0|18.00|USD|default|https://www.gog.com/en/game/hitman_absolution|Io-Interactive|Io-Interactive|windows|action|story-rich|atmospheric|tactical|third-person|difficult|mature|stealth|crime|||||||||||
1207659002|Hitman 2: Silent Assassin|2002-10-01|2012-02-14|0.89|8.99|-90.0|8.10|USD|default|https://www.gog.com/en/game/hitman_2_silent_assassin|Io-Interactive|Io-Interactive|windows|action|simulation|classic|third-person|gore|good-old-game|stealth|modern|thriller|||||||||||
1580232252|Resident Evil|1997-09-14|2024-06-26|9.99|9.99||0.00|USD|default|https://www.gog.com/en/game/resident_evil|Capcom / GOG|Capcom|windows|action|atmospheric|horror|third-person|violent|survival|zombies|only-on-gog||||||||||||
